year,category,prize,motivation,laureate_type,full_name,birth_date,birth_city,birth_country,birth_country_current,sex,organization_name,organization_city,organization_country
2006,Medicine,The Nobel Prize in Physiology or Medicine 2006,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",Individual,Craig C. Mello,1960-10-19,"New Haven, CT",United States of America,United States of America,Male,University of Massachusetts Medical School,"Worcester, MA",United States of America
2006,Peace,The Nobel Peace Prize 2006,"""for their efforts to create economic and social development from below""",Organization,Grameen Bank,,,,,unknown,,,
2006,Peace,The Nobel Peace Prize 2006,"""for their efforts to create economic and social development from below""",Individual,Muhammad Yunus,1940-06-28,Chittagong,British India (Bangladesh),Bangladesh,Male,,,
2006,Physics,The Nobel Prize in Physics 2006,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",Individual,George F. Smoot,1945-02-20,"Yukon, FL",United States of America,United States of America,Male,University of California,"Berkeley, CA",United States of America
2006,Physics,The Nobel Prize in Physics 2006,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",Individual,John C. Mather,1946-08-07,"Roanoke, VA",United States of America,United States of America,Male,NASA Goddard Space Flight Center,"Greenbelt, MD",United States of America
2007,Chemistry,The Nobel Prize in Chemistry 2007,"""for his studies of chemical processes on solid surfaces""",Individual,Gerhard Ertl,1936-10-10,Bad Cannstatt,Germany,Germany,Male,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Germany
2007,Economics,The Sveriges Riksbank Prize in Economic Sciences 2007,"""for having laid the foundations of mechanism design theory""",Individual,Eric S. Maskin,1950-12-12,"New York, NY",United States of America,United States of America,Male,Institute for Advanced Study,"Princeton, NJ",United States of America
2007,Economics,The Sveriges Riksbank Prize in Economic Sciences 2007,"""for having laid the foundations of mechanism design theory""",Individual,Leonid Hurwicz,1917-08-21,Moscow,Russia,Russia,Male,University of Minnesota,"Minneapolis, MN",United States of America
2007,Economics,The Sveriges Riksbank Prize in Economic Sciences 2007,"""for having laid the foundations of mechanism design theory""",Individual,Roger B. Myerson,1951-03-29,"Boston, MA",United States of America,United States of America,Male,University of Chicago,"Chicago, IL",United States of America
2007,Literature,The Nobel Prize in Literature 2007,"""that epicist of the female experience, who with scepticism, fire and visionary power has subjected a divided civilisation to scrutiny""",Individual,Doris Lessing,1919-10-22,Kermanshah,Persia (Iran),Iran,Female,,,
2007,Medicine,The Nobel Prize in Physiology or Medicine 2007,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",Individual,Mario R. Capecchi,1937-10-06,Verona,Italy,Italy,Male,University of Utah,"Salt Lake City, UT",United States of America
2007,Medicine,The Nobel Prize in Physiology or Medicine 2007,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",Individual,Oliver Smithies,1925-06-23,Halifax,United Kingdom,United Kingdom,Male,University of North Carolina,"Chapel Hill, NC",United States of America
2007,Medicine,The Nobel Prize in Physiology or Medicine 2007,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",Individual,Sir Martin J. Evans,1941-01-01,Stroud,United Kingdom,United Kingdom,Male,Cardiff University,Cardiff,United Kingdom
2007,Peace,The Nobel Peace Prize 2007,"""for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change""",Individual,Albert Arnold (Al) Gore Jr.,1948-03-31,"Washington, DC",United States of America,United States of America,Male,,,
2007,Peace,The Nobel Peace Prize 2007,"""for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change""",Organization,Intergovernmental Panel on Climate Change (IPCC),,,,,unknown,,,
2007,Physics,The Nobel Prize in Physics 2007,"""for the discovery of Giant Magnetoresistance""",Individual,Albert Fert,1938-03-07,Carcassonne,France,France,Male,Université Paris-Saclay,Orsay,France
2007,Physics,The Nobel Prize in Physics 2007,"""for the discovery of Giant Magnetoresistance""",Individual,Peter Grünberg,1939-05-18,Plzen,Czechoslovakia (Czech Republic),Czech Republic,Male,Forschungszentrum J&uuml;lich,J&uuml;lich,Germany
2008,Chemistry,The Nobel Prize in Chemistry 2008,"""for the discovery and development of the green fluorescent protein, GFP""",Individual,Martin Chalfie,1947-01-15,"Chicago, IL",United States of America,United States of America,Male,Columbia University,"New York, NY",United States of America
2008,Chemistry,The Nobel Prize in Chemistry 2008,"""for the discovery and development of the green fluorescent protein, GFP""",Individual,Osamu Shimomura,1928-08-27,Kyoto,Japan,Japan,Male,Marine Biological Laboratory (MBL),"Woods Hole, MA",United States of America
2008,Chemistry,The Nobel Prize in Chemistry 2008,"""for the discovery and development of the green fluorescent protein, GFP""",Individual,Roger Y. Tsien,1952-02-01,"New York, NY",United States of America,United States of America,Male,University of California,"San Diego, CA",United States of America
2008,Economics,The Sveriges Riksbank Prize in Economic Sciences 2008,"""for his analysis of trade patterns and location of economic activity""",Individual,Paul Krugman,1953-02-28,"New York, NY",United States of America,United States of America,Male,Princeton University,"Princeton, NJ",United States of America
2008,Literature,The Nobel Prize in Literature 2008,"""author of new departures, poetic adventure and sensual ecstasy, explorer of a humanity beyond and below the reigning civilization""",Individual,Jean-Marie Gustave Le Clézio,1940-04-13,Nice,France,France,Male,,,
2008,Medicine,The Nobel Prize in Physiology or Medicine 2008,"""for their discovery of human immunodeficiency virus""",Individual,Françoise Barré-Sinoussi,1947-07-30,Paris,France,France,Female,Institut Pasteur,Paris,France
2008,Medicine,The Nobel Prize in Physiology or Medicine 2008,"""for his discovery of human papilloma viruses causing cervical cancer""",Individual,Harald zur Hausen,1936-03-11,Gelsenkirchen,Germany,Germany,Male,German Cancer Research Center,Heidelberg,Germany
2008,Medicine,The Nobel Prize in Physiology or Medicine 2008,"""for their discovery of human immunodeficiency virus""",Individual,Luc Montagnier,1932-08-18,Chabris,France,France,Male,World Foundation for AIDS Research and Prevention,Paris,France
2008,Peace,The Nobel Peace Prize 2008,"""for his important efforts, on several continents and over more than three decades, to resolve international conflicts""",Individual,Martti Ahtisaari,1937-06-23,Viipuri (Vyborg),Finland,Finland,Male,,,
2008,Physics,The Nobel Prize in Physics 2008,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",Individual,Makoto Kobayashi,1944-04-07,Nagoya,Japan,Japan,Male,High Energy Accelerator Research Organization (KEK),Tsukuba,Japan
2008,Physics,The Nobel Prize in Physics 2008,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",Individual,Toshihide Maskawa,1940-02-07,Nagoya,Japan,Japan,Male,Kyoto Sangyo University,Kyoto,Japan
2008,Physics,The Nobel Prize in Physics 2008,"""for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics""",Individual,Yoichiro Nambu,1921-01-18,Tokyo,Japan,Japan,Male,University of Chicago,"Chicago, IL",United States of America
2009,Chemistry,The Nobel Prize in Chemistry 2009,"""for studies of the structure and function of the ribosome""",Individual,Ada E. Yonath,1939-06-22,Jerusalem,British Mandate of Palestine (Israel),Israel,Female,Weizmann Institute of Science,Rehovot,Israel
2009,Chemistry,The Nobel Prize in Chemistry 2009,"""for studies of the structure and function of the ribosome""",Individual,Thomas A. Steitz,1940-08-23,"Milwaukee, WI",United States of America,United States of America,Male,Yale University,"New Haven, CT",United States of America
2009,Chemistry,The Nobel Prize in Chemistry 2009,"""for studies of the structure and function of the ribosome""",Individual,Venkatraman Ramakrishnan,1952-07-02,"Chidambaram, Tamil Nadu",India,India,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom
2009,Economics,The Sveriges Riksbank Prize in Economic Sciences 2009,"""for her analysis of economic governance, especially the commons""",Individual,Elinor Ostrom,1933-08-07,"Los Angeles, CA",United States of America,United States of America,Female,Indiana University,"Bloomington, IN",United States of America
2009,Economics,The Sveriges Riksbank Prize in Economic Sciences 2009,"""for his analysis of economic governance, especially the boundaries of the firm""",Individual,Oliver E. Williamson,1932-09-27,"Superior, WI",United States of America,United States of America,Male,University of California,"Berkeley, CA",United States of America
2009,Literature,The Nobel Prize in Literature 2009,"""who, with the concentration of poetry and the frankness of prose, depicts the landscape of the dispossessed""",Individual,Herta Müller,1953-08-17,"Nitzkydorf, Banat",Romania,Romania,Female,,,
2009,Medicine,The Nobel Prize in Physiology or Medicine 2009,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",Individual,Carol W. Greider,1961-04-15,"San Diego, CA",United States of America,United States of America,Female,Johns Hopkins University,"Baltimore, MD",United States of America
2009,Medicine,The Nobel Prize in Physiology or Medicine 2009,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",Individual,Elizabeth H. Blackburn,1948-11-26,"Hobart, Tasmania",Australia,Australia,Female,University of California,"San Francisco, CA",United States of America
2009,Medicine,The Nobel Prize in Physiology or Medicine 2009,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",Individual,Jack W. Szostak,1952-11-09,London,United Kingdom,United Kingdom,Male,Harvard Medical School,"Boston, MA",United States of America
2009,Peace,The Nobel Peace Prize 2009,"""for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples""",Individual,Barack H. Obama,1961-08-04,"Honolulu, HI",United States of America,United States of America,Male,,,
2009,Physics,The Nobel Prize in Physics 2009,"""for groundbreaking achievements concerning the transmission of light in fibers for optical communication""",Individual,Charles Kuen Kao,1933-11-04,Shanghai,China,China,Male,Standard Telecommunication Laboratories,Harlow,United Kingdom
2009,Physics,The Nobel Prize in Physics 2009,"""for the invention of an imaging semiconductor circuit - the CCD sensor""",Individual,George E. Smith,1930-05-10,"White Plains, NY",United States of America,United States of America,Male,Bell Laboratories,"Murray Hill, NJ",United States of America
2009,Physics,The Nobel Prize in Physics 2009,"""for the invention of an imaging semiconductor circuit - the CCD sensor""",Individual,Willard S. Boyle,1924-08-19,"Amherst, NS",Canada,Canada,Male,Bell Laboratories,"Murray Hill, NJ",United States of America
2010,Chemistry,The Nobel Prize in Chemistry 2010,"""for palladium-catalyzed cross couplings in organic synthesis""",Individual,Akira Suzuki,1930-09-12,Mukawa,Japan,Japan,Male,Hokkaido University,Sapporo,Japan
2010,Chemistry,The Nobel Prize in Chemistry 2010,"""for palladium-catalyzed cross couplings in organic synthesis""",Individual,Ei-ichi Negishi,1935-07-14,Changchun,China,China,Male,Purdue University,"West Lafayette, IN",United States of America
2010,Chemistry,The Nobel Prize in Chemistry 2010,"""for palladium-catalyzed cross couplings in organic synthesis""",Individual,Richard F. Heck,1931-08-15,"Springfield, MA",United States of America,United States of America,Male,University of Delaware,,United States of America
2010,Economics,The Sveriges Riksbank Prize in Economic Sciences 2010,"""for their analysis of markets with search frictions""",Individual,Christopher A. Pissarides,1948-02-20,Nicosia,Cyprus,Cyprus,Male,London School of Economics and Political Science,London,United Kingdom
2010,Economics,The Sveriges Riksbank Prize in Economic Sciences 2010,"""for their analysis of markets with search frictions""",Individual,Dale T. Mortensen,1939-02-02,"Enterprise, OR",United States of America,United States of America,Male,Northwestern University,"Evanston, IL",United States of America
2010,Economics,The Sveriges Riksbank Prize in Economic Sciences 2010,"""for their analysis of markets with search frictions""",Individual,Peter A. Diamond,1940-04-29,"New York, NY",United States of America,United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America
2010,Literature,The Nobel Prize in Literature 2010,"""for his cartography of structures of power and his trenchant images of the individual's resistance, revolt, and defeat""",Individual,Mario Vargas Llosa,1936-03-28,Arequipa,Peru,Peru,Male,,,
2010,Medicine,The Nobel Prize in Physiology or Medicine 2010,"""for the development of in vitro fertilization""",Individual,Robert G. Edwards,1925-09-27,Batley,United Kingdom,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom
2010,Peace,The Nobel Peace Prize 2010,"""for his long and non-violent struggle for fundamental human rights in China""",Individual,Liu Xiaobo,1955-12-28,,China,China,Male,,,
2010,Physics,The Nobel Prize in Physics 2010,"""for groundbreaking experiments regarding the two-dimensional material graphene""",Individual,Andre Geim,1958-10-21,Sochi,Russia,Russia,Male,University of Manchester,Manchester,United Kingdom
2010,Physics,The Nobel Prize in Physics 2010,"""for groundbreaking experiments regarding the two-dimensional material graphene""",Individual,Konstantin Novoselov,1974-08-23,Nizhny Tagil,Russia,Russia,Male,University of Manchester,Manchester,United Kingdom
2011,Chemistry,The Nobel Prize in Chemistry 2011,"""for the discovery of quasicrystals""",Individual,Dan Shechtman,1941-01-24,Tel Aviv,British Mandate of Palestine (Israel),Israel,Male,Technion - Israel Institute of Technology,Haifa,Israel
2011,Economics,The Sveriges Riksbank Prize in Economic Sciences 2011,"""for their empirical research on cause and effect in the macroeconomy""",Individual,Christopher A. Sims,1942-10-21,"Washington, DC",United States of America,United States of America,Male,Princeton University,"Princeton, NJ",United States of America
2011,Economics,The Sveriges Riksbank Prize in Economic Sciences 2011,"""for their empirical research on cause and effect in the macroeconomy""",Individual,Thomas J. Sargent,1943-07-19,"Pasadena, CA",United States of America,United States of America,Male,New York University,"New York, NY",United States of America
2011,Literature,The Nobel Prize in Literature 2011,"""because, through his condensed, translucent images, he gives us fresh access to reality""",Individual,Tomas Tranströmer,1931-04-15,Stockholm,Sweden,Sweden,Male,,,
2011,Medicine,The Nobel Prize in Physiology or Medicine 2011,"""for their discoveries concerning the activation of innate immunity""",Individual,Bruce A. Beutler,1957-12-29,"Chicago, IL",United States of America,United States of America,Male,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",United States of America
2011,Medicine,The Nobel Prize in Physiology or Medicine 2011,"""for their discoveries concerning the activation of innate immunity""",Individual,Jules A. Hoffmann,1941-08-02,Echternach,Luxembourg,Luxembourg,Male,University of Strasbourg,Strasbourg,France
2011,Medicine,The Nobel Prize in Physiology or Medicine 2011,"""for his discovery of the dendritic cell and its role in adaptive immunity""",Individual,Ralph M. Steinman,1943-01-14,Montreal,Canada,Canada,Male,Rockefeller University,"New York, NY",United States of America
2011,Peace,The Nobel Peace Prize 2011,"""for their non-violent struggle for the safety of women and for women&apos;s rights to full participation in peace-building work""",Individual,Ellen Johnson Sirleaf,1938-10-29,Monrovia,Liberia,Liberia,Female,,,
2011,Peace,The Nobel Peace Prize 2011,"""for their non-violent struggle for the safety of women and for women&apos;s rights to full participation in peace-building work""",Individual,Leymah Gbowee,1972-02-01,Monrovia,Liberia,Liberia,Female,,,
2011,Peace,The Nobel Peace Prize 2011,"""for their non-violent struggle for the safety of women and for women&apos;s rights to full participation in peace-building work""",Individual,Tawakkol Karman,1979-02-07,Ta'izz,Yemen,Yemen,Female,,,
2011,Physics,The Nobel Prize in Physics 2011,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",Individual,Adam G. Riess,1969-12-16,"Washington, DC",United States of America,United States of America,Male,Johns Hopkins University,"Baltimore, MD",United States of America
2011,Physics,The Nobel Prize in Physics 2011,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",Individual,Brian P. Schmidt,1967-02-24,"Missoula, MT",United States of America,United States of America,Male,Australian National University,Weston Creek,Australia
2011,Physics,The Nobel Prize in Physics 2011,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",Individual,Saul Perlmutter,1959-09-22,"Champaign-Urbana, IL",United States of America,United States of America,Male,Lawrence Berkeley National Laboratory,"Berkeley, CA",United States of America
2012,Chemistry,The Nobel Prize in Chemistry 2012,"""for studies of G-protein-coupled receptors""",Individual,Brian K. Kobilka,1955-05-30,"Little Falls, MN",United States of America,United States of America,Male,Stanford University,"Stanford, CA",United States of America
2012,Chemistry,The Nobel Prize in Chemistry 2012,"""for studies of G-protein-coupled receptors""",Individual,Robert J. Lefkowitz,1943-04-15,"New York, NY",United States of America,United States of America,Male,Howard Hughes Medical Institute,Chevy Chase,United States of America
2012,Economics,The Sveriges Riksbank Prize in Economic Sciences 2012,"""for the theory of stable allocations and the practice of market design""",Individual,Alvin E. Roth,1951-12-18,"New York, NY",United States of America,United States of America,Male,Harvard University,"Cambridge, MA",United States of America
2012,Economics,The Sveriges Riksbank Prize in Economic Sciences 2012,"""for the theory of stable allocations and the practice of market design""",Individual,Lloyd S. Shapley,1923-06-02,"Cambridge, MA",United States of America,United States of America,Male,University of California,"Los Angeles, CA",United States of America
2012,Literature,The Nobel Prize in Literature 2012,"""who with hallucinatory realism merges folk tales, history and the contemporary""",Individual,Mo Yan,1955-02-02,Gaomi,China,China,Male,,,
2012,Medicine,The Nobel Prize in Physiology or Medicine 2012,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",Individual,Shinya Yamanaka,1962-09-04,Osaka,Japan,Japan,Male,Kyoto University,Kyoto,Japan
2012,Medicine,The Nobel Prize in Physiology or Medicine 2012,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",Individual,Sir John B. Gurdon,1933-10-02,Dippenhall,United Kingdom,United Kingdom,Male,Gurdon Institute,Cambridge,United Kingdom
2012,Peace,The Nobel Peace Prize 2012,"""for over six decades contributed to the advancement of peace and reconciliation, democracy and human rights in Europe""",Organization,European Union (EU),,,,,unknown,,,
2012,Physics,The Nobel Prize in Physics 2012,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",Individual,David J. Wineland,1944-02-24,"Milwaukee, WI",United States of America,United States of America,Male,National Institute of Standards and Technology,"Boulder, CO",United States of America
2012,Physics,The Nobel Prize in Physics 2012,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",Individual,Serge Haroche,1944-09-11,Casablanca,Morocco,Morocco,Male,Collège de France,Paris,France
2013,Chemistry,The Nobel Prize in Chemistry 2013,"""for the development of multiscale models for complex chemical systems""",Individual,Arieh Warshel,1940-11-20,Kibbutz Sde-Nahum,British Mandate of Palestine (Israel),Israel,Male,University of Southern California,"Los Angeles, CA",United States of America
2013,Chemistry,The Nobel Prize in Chemistry 2013,"""for the development of multiscale models for complex chemical systems""",Individual,Martin Karplus,1930-03-15,Vienna,Austria,Austria,Male,Université de Strasbourg,Strasbourg,France
2013,Chemistry,The Nobel Prize in Chemistry 2013,"""for the development of multiscale models for complex chemical systems""",Individual,Michael Levitt,1947-05-09,Pretoria,South Africa,South Africa,Male,Stanford University,"Stanford, CA",United States of America
2013,Economics,The Sveriges Riksbank Prize in Economic Sciences 2013,"""for their empirical analysis of asset prices""",Individual,Eugene F. Fama,1939-02-14,"Boston, MA",United States of America,United States of America,Male,University of Chicago,"Chicago, IL",United States of America
2013,Economics,The Sveriges Riksbank Prize in Economic Sciences 2013,"""for their empirical analysis of asset prices""",Individual,Lars Peter Hansen,1952-10-26,"Urbana, IL",United States of America,United States of America,Male,University of Chicago,"Chicago, IL",United States of America
2013,Economics,The Sveriges Riksbank Prize in Economic Sciences 2013,"""for their empirical analysis of asset prices""",Individual,Robert J. Shiller,1946-03-29,"Detroit, MI",United States of America,United States of America,Male,Yale University,"New Haven, CT",United States of America
2013,Literature,The Nobel Prize in Literature 2013,"""master of the contemporary short story""",Individual,Alice Munro,1931-07-10,Wingham,Canada,Canada,Female,,,
2013,Medicine,The Nobel Prize in Physiology or Medicine 2013,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""",Individual,James E. Rothman,1950-11-03,"Haverhill, MA",United States of America,United States of America,Male,Yale University,"New Haven, CT",United States of America
2013,Medicine,The Nobel Prize in Physiology or Medicine 2013,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""",Individual,Randy W. Schekman,1948-12-30,"St. Paul, MN",United States of America,United States of America,Male,University of California,"Berkeley, CA",United States of America
2013,Medicine,The Nobel Prize in Physiology or Medicine 2013,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""",Individual,Thomas C. Südhof,1955-12-22,Göttingen,Germany,Germany,Male,Stanford University,"Stanford, CA",United States of America
2013,Peace,The Nobel Peace Prize 2013,"""for its extensive efforts to eliminate chemical weapons""",Organization,Organisation for the Prohibition of Chemical Weapons (OPCW),,,,,unknown,,,
2013,Physics,The Nobel Prize in Physics 2013,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider""",Individual,François Englert,1932-11-06,Etterbeek,Belgium,Belgium,Male,Université Libre de Bruxelles,Brussels,Belgium
2013,Physics,The Nobel Prize in Physics 2013,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider""",Individual,Peter W. Higgs,1929-05-29,Newcastle upon Tyne,United Kingdom,United Kingdom,Male,University of Edinburgh,Edinburgh,United Kingdom
2014,Chemistry,The Nobel Prize in Chemistry 2014,"""for the development of super-resolved fluorescence microscopy""",Individual,Eric Betzig,1960-01-13,"Ann Arbor, MI",United States of America,United States of America,Male,"Janelia Research Campus, Howard Hughes Medical Institute","Ashburn, VA",United States of America
2014,Chemistry,The Nobel Prize in Chemistry 2014,"""for the development of super-resolved fluorescence microscopy""",Individual,Stefan W. Hell,1962-12-23,Arad,Romania,Romania,Male,Max-Planck-Institut,Göttingen,Germany
2014,Chemistry,The Nobel Prize in Chemistry 2014,"""for the development of super-resolved fluorescence microscopy""",Individual,William E. Moerner,1953-06-24,"Pleasanton, CA",United States of America,United States of America,Male,Stanford University,"Stanford, CA",United States of America
2014,Economics,The Sveriges Riksbank Prize in Economic Sciences 2014,"""for his analysis of market power and regulation""",Individual,Jean Tirole,1953-08-09,Troyes,France,France,Male,Toulouse School of Economics (TSE),Toulouse,France
2014,Literature,The Nobel Prize in Literature 2014,"""for the art of memory with which he has evoked the most ungraspable human destinies and uncovered the life-world of the occupation""",Individual,Patrick Modiano,1945-07-30,Paris,France,France,Male,,,
2014,Medicine,The Nobel Prize in Physiology or Medicine 2014,"""for their discoveries of cells that constitute a positioning system in the brain""",Individual,Edvard I. Moser,1962-04-27,Ålesund,Norway,Norway,Male,Norwegian University of Science and Technology (NTNU),Trondheim,Norway
2014,Medicine,The Nobel Prize in Physiology or Medicine 2014,"""for their discoveries of cells that constitute a positioning system in the brain""",Individual,John O'Keefe,1939-11-18,"New York, NY",United States of America,United States of America,Male,University College London,London,United Kingdom
2014,Medicine,The Nobel Prize in Physiology or Medicine 2014,"""for their discoveries of cells that constitute a positioning system in the brain""",Individual,May-Britt Moser,1963-01-04,Fosnavåg,Norway,Norway,Female,Norwegian University of Science and Technology (NTNU),Trondheim,Norway
2014,Peace,The Nobel Peace Prize 2014,"""for their struggle against the suppression of children and young people and for the right of all children to education""",Individual,Kailash Satyarthi,1954-01-11,Vidisha,India,India,Male,,,
2014,Peace,The Nobel Peace Prize 2014,"""for their struggle against the suppression of children and young people and for the right of all children to education""",Individual,Malala Yousafzai,1997-07-12,Mingora,Pakistan,Pakistan,Female,,,
2014,Physics,The Nobel Prize in Physics 2014,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",Individual,Hiroshi Amano,1960-09-11,Hamamatsu,Japan,Japan,Male,Nagoya University,Nagoya,Japan
2014,Physics,The Nobel Prize in Physics 2014,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",Individual,Isamu Akasaki,1929-01-30,Chiran,Japan,Japan,Male,Meijo University,Nagoya,Japan
2014,Physics,The Nobel Prize in Physics 2014,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",Individual,Shuji Nakamura,1954-05-22,Ikata,Japan,Japan,Male,University of California,"Santa Barbara, CA",United States of America
2015,Chemistry,The Nobel Prize in Chemistry 2015,"""for mechanistic studies of DNA repair""",Individual,Aziz Sancar,1946-09-08,Savur,Turkey,Turkey,Male,University of North Carolina,"Chapel Hill, NC",United States of America
2015,Chemistry,The Nobel Prize in Chemistry 2015,"""for mechanistic studies of DNA repair""",Individual,Paul Modrich,1946-06-13,"Raton, NM",United States of America,United States of America,Male,Howard Hughes Medical Institute,"Durham, NC",United States of America
2015,Chemistry,The Nobel Prize in Chemistry 2015,"""for mechanistic studies of DNA repair""",Individual,Tomas Lindahl,1938-01-28,Stockholm,Sweden,Sweden,Male,Francis Crick Institute,Hertfordshire,United Kingdom
2015,Economics,The Sveriges Riksbank Prize in Economic Sciences 2015,"""for his analysis of consumption, poverty, and welfare""",Individual,Angus Deaton,1945-10-19,Edinburgh,United Kingdom,United Kingdom,Male,Princeton University,"Princeton, NJ",United States of America
2015,Literature,The Nobel Prize in Literature 2015,"""for her polyphonic writings, a monument to suffering and courage in our time""",Individual,Svetlana Alexievich,1948-05-31,Ivano-Frankivsk,Ukraine,Ukraine,Female,,,
2015,Medicine,The Nobel Prize in Physiology or Medicine 2015,"""for their discoveries concerning a novel therapy against infections caused by roundworm parasites""",Individual,Satoshi Ōmura,1935-07-12,Yamanashi Prefecture,Japan,Japan,Male,Kitasato University,Tokyo,Japan
2015,Medicine,The Nobel Prize in Physiology or Medicine 2015,"""for their discoveries concerning a novel therapy against infections caused by roundworm parasites""",Individual,William C. Campbell,1930-06-28,Ramelton,Ireland,Ireland,Male,Drew University,"Madison, NJ",United States of America
2015,Medicine,The Nobel Prize in Physiology or Medicine 2015,"""for her discoveries concerning a novel therapy against Malaria""",Individual,Youyou Tu,1930-12-30,Zhejiang Ningbo,China,China,Female,China Academy of Traditional Chinese Medicine,Beijing,China
2015,Peace,The Nobel Peace Prize 2015,"""for its decisive contribution to the building of a pluralistic democracy in Tunisia in the wake of the Jasmine Revolution of 2011""",Organization,National Dialogue Quartet,,,,,unknown,,,
2015,Physics,The Nobel Prize in Physics 2015,"""for the discovery of neutrino oscillations, which shows that neutrinos have mass""",Individual,Arthur B. McDonald,1943-08-29,Sydney,Canada,Canada,Male,Queen's University,Kingston,Canada
2015,Physics,The Nobel Prize in Physics 2015,"""for the discovery of neutrino oscillations, which shows that neutrinos have mass""",Individual,Takaaki Kajita,1959-03-09,Higashimatsuyama,Japan,Japan,Male,University of Tokyo,Kashiwa,Japan
2016,Chemistry,The Nobel Prize in Chemistry 2016,"""for the design and synthesis of molecular machines""",Individual,Bernard L. Feringa,1951-05-18,Barger-Compascuum,Netherlands,Netherlands,Male,University of Groningen,Groningen,Netherlands
2016,Chemistry,The Nobel Prize in Chemistry 2016,"""for the design and synthesis of molecular machines""",Individual,Jean-Pierre Sauvage,1944-10-21,Paris,France,France,Male,University of Strasbourg,Strasbourg,France
2016,Chemistry,The Nobel Prize in Chemistry 2016,"""for the design and synthesis of molecular machines""",Individual,Sir J. Fraser Stoddart,1942-05-24,Edinburgh,United Kingdom,United Kingdom,Male,Northwestern University,"Evanston, IL",United States of America
2016,Economics,The Sveriges Riksbank Prize in Economic Sciences 2016,"""for their contributions to contract theory""",Individual,Bengt Holmström,1949-04-18,Helsinki,Finland,Finland,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America
2016,Economics,The Sveriges Riksbank Prize in Economic Sciences 2016,"""for their contributions to contract theory""",Individual,Oliver Hart,1948-10-09,London,United Kingdom,United Kingdom,Male,Harvard University,"Cambridge, MA",United States of America
2016,Literature,The Nobel Prize in Literature 2016,"""for having created new poetic expressions within the great American song tradition""",Individual,Bob Dylan,1941-05-24,"Duluth, MN",United States of America,United States of America,Male,,,
2016,Medicine,The Nobel Prize in Physiology or Medicine 2016,"""for his discoveries of mechanisms for autophagy""",Individual,Yoshinori Ohsumi,1945-02-09,Fukuoka,Japan,Japan,Male,Tokyo Institute of Technology,Tokyo,Japan
2016,Peace,The Nobel Peace Prize 2016,"""for his resolute efforts to bring the country's more than 50-year-long civil war to an end""",Individual,Juan Manuel Santos,1951-08-10,Bogotá,Colombia,Colombia,Male,,,
2016,Physics,The Nobel Prize in Physics 2016,"""for theoretical discoveries of topological phase transitions and topological phases of matter""",Individual,David J. Thouless,1934-09-21,Bearsden,United Kingdom,United Kingdom,Male,University of Washington,"Seattle, WA",United States of America
